BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
PHYSICAL STAFF,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Staff
PHYSICAL STAFF,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Staff
PHYSICAL STAFF,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Sapphire,Azure,Cobalt,Beryl,,,Staff
PHYSICAL STAFF,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Staff
PHYSICAL STAFF,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Staff
PHYSICAL STAFF,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Staff
PHYSICAL STAFF,SUFFIX,# to Level of all Physical Spell Skills,of Grief,of Desolation,of Torment,of Suffering,of Agony,,,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,# to Level of all Spell Skills,of the Sorcerer,of the Evoker,of the Enchanter,of the Mage,,,,,,,,,,Staff
PHYSICAL STAFF,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Staff
PHYSICAL STAFF,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Staff
CHAOS STAFF,PREFIX,#% increased Chaos Damage,Malevolent,Twisted,Vile,Malignant,Darkened,Clouded,Tainted,Impure,,,,,,Staff
CHAOS STAFF,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Staff
CHAOS STAFF,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Staff
CHAOS STAFF,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Sapphire,Azure,Cobalt,Beryl,,,Staff
CHAOS STAFF,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Staff
CHAOS STAFF,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Staff
CHAOS STAFF,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Staff
CHAOS STAFF,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Staff
CHAOS STAFF,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Staff
CHAOS STAFF,SUFFIX,# to Level of all Chaos Spell Skills,of Armageddon,of Havoc,of Ruin,of Turmoil,of Anarchy,,,,,,,,,Staff
CHAOS STAFF,SUFFIX,# to Level of all Spell Skills,of the Sorcerer,of the Evoker,of the Enchanter,of the Mage,,,,,,,,,,Staff
CHAOS STAFF,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Staff
CHAOS STAFF,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Staff
FOCUS,PREFIX,#% increased Chaos Damage,Vile,Malignant,Darkened,Clouded,Tainted,Impure,,,,,,,,Focus
FOCUS,PREFIX,#% increased Cold Damage,Arctic,Hailing,Snowy,Alpine,Biting,Bitter,,,,,,,,Focus
FOCUS,PREFIX,#% increased Energy Shield,Unassailable,Indomitable,Dauntless,Fearless,Resolute,Strong-Willed,Protective,,,,,,,Focus
FOCUS,PREFIX,"#% increased Energy Shield, # to maximum Mana",Angel's,Heavenly,Celestial,Sacred,Serene,Imbued,,,,,,,,Focus
FOCUS,PREFIX,#% increased Fire Damage,Magmatic,Smoldering,Cauterising,Blistering,Sizzling,Searing,,,,,,,,Focus
FOCUS,PREFIX,#% increased Lightning Damage,Smiting,Striking,Coursing,Bolting,Hissing,Charged,,,,,,,,Focus
FOCUS,PREFIX,#% increased Spell Damage,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,,,Focus
FOCUS,PREFIX,#% increased Spell Physical Damage,Agonising,Pitiless,Sadistic,Vengeful,Unforgiving,Punishing,,,,,,,,Focus
FOCUS,PREFIX,# to maximum Energy Shield,Incandescent,Scintillating,Dazzling,Blazing,Pulsing,Radiating,Glowing,Glittering,Glimmering,Shining,,,,Focus
FOCUS,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,Focus
FOCUS,SUFFIX,#% increased Cast Speed,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,,Focus
FOCUS,SUFFIX,#% increased Critical Hit Chance for Spells,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,,Focus
FOCUS,SUFFIX,#% increased Critical Spell Damage Bonus,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,,Focus
FOCUS,SUFFIX,#% increased Energy Shield Recharge Rate,of Suffusion,of Ardour,of Buffering,of Dispersal,of Diffusion,of Enlivening,,,,,,,,Focus
FOCUS,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Focus
FOCUS,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Focus
FOCUS,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Focus
FOCUS,SUFFIX,# to Level of all Spell Skills,of the Enchanter,of the Mage,,,,,,,,,,,,Focus
FOCUS,SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Focus
FOCUS,SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Focus
FOCUS,SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Focus
FOCUS,SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Focus
FOCUS,SUFFIX,#% faster start of Energy Shield Recharge,of Anticipation,of Excitement,of Motivation,of Fretfulness,of Restlessness,of Impatience,,,,,,,,Focus
SCEPTRE,PREFIX,#% increased Spirit,King's,Prince's,Duke's,Count's,Marquess',Viscount's,Baron's,Lord's,,,,,,Sceptre
SCEPTRE,PREFIX,"#% increased Spirit, # to maximum Mana",Chancellor's,Diplomat's,Envoy's,Minister's,Emissary's,Counselor's,Advisor's,,,,,,,Sceptre
SCEPTRE,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal # to # added Attack Cold Damage,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal # to # added Attack Fire Damage,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal # to # added Attack Lightning Damage,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal # to # added Attack Physical Damage,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal #% increased Damage,Empowering,Inspirational,Motivating,Persuasive,Provocative,Instigative,Agitative,Coercive,,,,,,Sceptre
SCEPTRE,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Sceptre
SCEPTRE,SUFFIX,#% increased Presence Area of Effect,of Influence,of Guidance,of Outreach,of Direction,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Sceptre
SCEPTRE,SUFFIX,# to Level of all Minion Skills,of the Slavedriver,of the Overseer,of the Despot,of the Taskmaster,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% increased Attack Speed,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% increased Cast Speed,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% increased Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% increased Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% to all Elemental Resistances,of Metamorphosis,of Progression,of Evolution,of Adaptation,of Acclimatisation,of Adjustment,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence Regenerate # Life per second,of Immortality,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,,Sceptre
SCEPTRE,SUFFIX,Minions have #% increased maximum Life,of the Rector,of the Administrator,of the Headmaster,of the Director,of the Tutor,of the Mentor,,,,,,,,Sceptre
QUIVER,PREFIX,#% increased Damage with Bow Skills,Impaling,Lacerating,Incisive,Perforating,Trenchant,Acute,,,,,,,,Quiver
QUIVER,PREFIX,#% increased Projectile Speed,Nimble,Rapid,Quick,Brisk,Darting,,,,,,,,,Quiver
QUIVER,PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Quiver
QUIVER,PREFIX,Adds # to # Cold damage to Attacks,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Quiver
QUIVER,PREFIX,Adds # to # Fire damage to Attacks,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Quiver
QUIVER,PREFIX,Adds # to # Lightning damage to Attacks,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Quiver
QUIVER,PREFIX,Adds # to # Physical Damage to Attacks,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Quiver
QUIVER,SUFFIX,#% chance to Pierce an Enemy,of Penetrating,of Skewering,of Puncturing,of Drilling,of Piercing,,,,,,,,,Quiver
QUIVER,SUFFIX,#% increased Attack Speed,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,,Quiver
QUIVER,SUFFIX,#% increased Critical Damage Bonus for Attack Damage,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Quiver
QUIVER,SUFFIX,#% increased Critical Hit Chance for Attacks,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Quiver
QUIVER,SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Quiver
QUIVER,SUFFIX,# to Level of all Projectile Skills,of the Fletcher,of the Archer,,,,,,,,,,,,Quiver
QUIVER,SUFFIX,Gain # Life per Enemy Killed,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,,,Quiver
QUIVER,SUFFIX,Gain # Mana per Enemy Killed,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,,,Quiver
GLOVES (INT),PREFIX,#% increased Energy Shield,Unassailable,Indomitable,Dauntless,Fearless,Resolute,Strong-Willed,Protective,,,,,,,Gloves
GLOVES (INT),PREFIX,"#% increased Energy Shield, # to maximum Life",Pope's,Exarch's,Bishop's,Abbot's,Prior's,Monk's,,,,,,,,Gloves
GLOVES (INT),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Gloves
GLOVES (INT),PREFIX,# to maximum Energy Shield,Blazing,Pulsing,Radiating,Glowing,Glittering,Glimmering,Shining,,,,,,,Gloves
GLOVES (INT),PREFIX,# to maximum Life,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,,Gloves
GLOVES (INT),PREFIX,# to maximum Mana,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,,Gloves
GLOVES (INT),PREFIX,Adds # to # Cold damage to Attacks,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Gloves
GLOVES (INT),PREFIX,Adds # to # Fire damage to Attacks,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Gloves
GLOVES (INT),PREFIX,Adds # to # Lightning damage to Attacks,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Gloves
GLOVES (INT),PREFIX,Adds # to # Physical Damage to Attacks,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Gloves
GLOVES (INT),SUFFIX,#% increased Attack Speed,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% increased Critical Damage Bonus,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,# to Dexterity,of the Wind,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,Gloves
GLOVES (INT),SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Gloves
GLOVES (INT),SUFFIX,# to Level of all Melee Skills,of Dueling,of Combat,,,,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Gloves
GLOVES (INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Gloves
GLOVES (INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Gloves
GLOVES (INT),SUFFIX,Gain # Life per Enemy Hit with Attacks,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Gloves
GLOVES (INT),SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Gloves
GLOVES (INT),SUFFIX,Leech #% of Physical Attack Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,Leech #% of Physical Attack Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% increased Energy Shield Recharge Rate,of Buffering,of Dispersal,of Diffusion,of Enlivening,,,,,,,,,,Gloves
GLOVES (DEX),PREFIX,#% increased Evasion Rating,Mirage's,Nightmare's,Phantasm's,Wraith's,Spectre's,Ghost's,Shade's,,,,,,,Gloves
GLOVES (DEX),PREFIX,"#% increased Evasion Rating, # to maximum Life",Stag's,Ibex's,Ram's,Mouflon's,Fawn's,Flea's,,,,,,,,Gloves
GLOVES (DEX),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Gloves
GLOVES (DEX),PREFIX,# to Evasion Rating,Vaporous,Phased,Blurred,Fleet,Acrobat's,Dancer's,Agile,,,,,,,Gloves
GLOVES (DEX),PREFIX,# to maximum Life,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,,Gloves
GLOVES (DEX),PREFIX,# to maximum Mana,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,,Gloves
GLOVES (DEX),PREFIX,Adds # to # Cold damage to Attacks,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Gloves
GLOVES (DEX),PREFIX,Adds # to # Fire damage to Attacks,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Gloves
GLOVES (DEX),PREFIX,Adds # to # Lightning damage to Attacks,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Gloves
GLOVES (DEX),PREFIX,Adds # to # Physical Damage to Attacks,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Gloves
GLOVES (DEX),SUFFIX,#% increased Attack Speed,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,#% increased Critical Damage Bonus,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,# to Dexterity,of the Wind,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,Gloves
GLOVES (DEX),SUFFIX,# to Level of all Melee Skills,of Dueling,of Combat,,,,,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Gloves
GLOVES (DEX),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Gloves
GLOVES (DEX),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Gloves
GLOVES (DEX),SUFFIX,Gain # Life per Enemy Hit with Attacks,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Gloves
GLOVES (DEX),SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Gloves
GLOVES (DEX),SUFFIX,Leech #% of Physical Attack Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,Leech #% of Physical Attack Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Gloves
GLOVES (DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,,Gloves
GLOVES (STR),PREFIX,#% increased Armour,Impregnable,Girded,Thickened,Buttressed,Lobstered,Layered,Reinforced,,,,,,,Gloves
GLOVES (STR),PREFIX,"#% increased Armour, # to maximum Life",Crocodile's,Octopus',Nautilus',Urchin's,Lobster's,Oyster's,,,,,,,,Gloves
GLOVES (STR),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Gloves
GLOVES (STR),PREFIX,# to Armour,Encased,Carapaced,Plated,Fortified,Ribbed,Studded,Lacquered,,,,,,,Gloves
GLOVES (STR),PREFIX,# to maximum Life,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,,Gloves
GLOVES (STR),PREFIX,# to maximum Mana,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,,Gloves
GLOVES (STR),PREFIX,Adds # to # Cold damage to Attacks,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Gloves
GLOVES (STR),PREFIX,Adds # to # Fire damage to Attacks,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Gloves
GLOVES (STR),PREFIX,Adds # to # Lightning damage to Attacks,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Gloves
GLOVES (STR),PREFIX,Adds # to # Physical Damage to Attacks,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Gloves
GLOVES (STR),SUFFIX,#% increased Attack Speed,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,,Gloves
GLOVES (STR),SUFFIX,#% increased Critical Damage Bonus,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,,Gloves
GLOVES (STR),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Gloves
GLOVES (STR),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Gloves
GLOVES (STR),SUFFIX,# to Dexterity,of the Wind,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,Gloves
GLOVES (STR),SUFFIX,# to Level of all Melee Skills,of Dueling,of Combat,,,,,,,,,,,,Gloves
GLOVES (STR),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Gloves
GLOVES (STR),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Gloves
GLOVES (STR),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Gloves
GLOVES (STR),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Gloves
GLOVES (STR),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Gloves
GLOVES (STR),SUFFIX,Gain # Life per Enemy Hit with Attacks,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Gloves
GLOVES (STR),SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Gloves
GLOVES (STR),SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Gloves
GLOVES (STR),SUFFIX,Leech #% of Physical Attack Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Gloves
